city,state,num,lat,lon
Oviedo,FL,2,28.669997,-81.2081203
Indianapolis,IN,2,39.768403,-86.158068
Erie,CO,2,40.0502623,-105.0499817
Joplin,MO,2,37.0842271,-94.513281
Ocala,FL,2,29.1871986,-82.1400923
Largo,FL,2,27.9094665,-82.7873244
Tomball,TX,2,30.0971621,-95.6160549
League City,TX,2,29.5074538,-95.0949303
Panama City,FL,2,30.1588129,-85.6602058
Broomfield,CO,2,39.9205411,-105.0866504
Gulf Shores,AL,2,30.2460361,-87.7008193
Pottsboro,TX,2,33.759271,-96.6694402
North Richland Hills,TX,2,32.8342952,-97.2289029
Lebanon,IN,2,40.0483744,-86.4691677
Las Vegas,NV,2,36.255123,-115.2383485
Weatherford,TX,2,32.7592955,-97.7972544
Dyersburg,TN,2,36.0345159,-89.3856281
Lawrenceville,GA,2,33.9562149,-83.9879625
Scottsdale,AZ,2,33.4941704,-111.9260519
Midlothian,VA,2,37.5059814,-77.6491578
Henrietta,TX,2,33.8173224,-98.1953221
Topeka,KS,2,39.0558235,-95.6890185
Palm Beach Gardens,FL,2,26.8233946,-80.1386547
Hollywood,FL,2,26.0112014,-80.1494901
Lumberton,TX,2,30.2657655,-94.1996286
Valrico,FL,2,27.9408333,-82.2425
Frederick,MD,2,39.4142688,-77.4105409
Hammond,LA,2,30.5043583,-90.4611995
Cibolo,TX,2,29.561618,-98.2269553
Altamonte Springs,FL,2,28.6611089,-81.3656242
Toledo,OH,2,41.6639383,-83.555212
Mission Viejo,CA,2,33.6000232,-117.6719953
Lafayette,LA,2,30.2240897,-92.0198427
Buffalo,TX,2,31.4637866,-96.0580197
Corpus Christi,TX,2,27.8005828,-97.396381
Watkinsville,GA,2,33.8628959,-83.4087708
Mckinney,TX,2,33.1972465,-96.6397822
Ooltewah,TN,2,35.075074,-85.0621728
Castle Rock,CO,2,39.3722121,-104.8560902
Centennial,CO,2,39.5807452,-104.8771726
Montgomery,TX,2,30.3882613,-95.6963355
Waco,TX,2,31.549333,-97.1466695
Missouri City,TX,2,29.6185669,-95.5377215
New Orleans,LA,2,29.9510658,-90.0715323
Beavercreek,OR,2,45.2879294,-122.5353423
Henderson,NV,2,36.0395247,-114.9817213
Seminole,FL,2,27.8397466,-82.7912134
Gulfport,MS,2,30.3674198,-89.0928155
Georgetown,TX,2,30.6326942,-97.6772311
Greencove Springs,FL,2,29.9919085,-81.6781467
Summerfield,FL,2,29.0085924,-82.0348092
Knoxville,TN,2,35.9606384,-83.9207392
Arvada,CO,2,39.8027644,-105.0874842
Cedar Creek,TX,2,30.0871611,-97.5008303
Memphis,TN,2,35.1495343,-90.0489801
Leander,TX,2,30.5788055,-97.8530686
Leland,NC,2,34.2562805,-78.0447143
Wilson,OK,2,34.1620385,-97.4258551
Sarasota,FL,2,27.3364347,-82.5306527
Durango,CO,2,37.27528,-107.8800667
Fort Myers,FL,2,26.640628,-81.8723084
Myrtle Beach,SC,2,33.6890603,-78.8866943
Grand Prairie,TX,2,32.7459645,-96.9977846
Spring,TX,2,30.0799405,-95.4171601
Dallas,GA,2,33.9237141,-84.8407732
Sherman,TX,2,33.6356618,-96.6088805
Chandler,AZ,2,33.3061605,-111.8412502
Port St Lucie,FL,2,27.2758333,-80.355
Loveland,CO,2,40.3977612,-105.0749801
Willis,TX,2,30.4249276,-95.4799418
Evergreen,CO,2,39.6333213,-105.3172146
Ponchatoula,LA,2,30.4388041,-90.4414762
Longmont,CO,2,40.1672068,-105.1019275
Carrollton,TX,2,32.9756415,-96.8899636
Covington,LA,2,30.4754702,-90.1009108
Hixson,TN,2,35.137265,-85.2368219
Mission,TX,2,26.2159066,-98.3252932
Bastrop,TX,2,30.1104947,-97.3152701
Fort Collins,CO,2,40.5852602,-105.084423
Springfield,OR,2,44.0462362,-123.0220289
Elizabethtown,KY,2,37.7030646,-85.8649408
Mineral Wells,TX,2,32.8084605,-98.1128223
Orlando,FL,2,28.5383355,-81.3792365
Edmond,OK,2,35.6528323,-97.4780954
Brandon,MS,1,32.2732024,-89.9859158
Waskom,TX,1,32.4787644,-94.0596305
Orange Beach,AL,1,30.2697033,-87.5867598
Montgomery,AL,1,32.3668052,-86.2999689
Appleton,WI,1,44.2619309,-88.4153847
Asheeville,NC,1,35.5950581,-82.5514869
Normal,IL,1,40.5142026,-88.9906312
Atlantic Beach,NC,1,34.6990505,-76.7402108
Nashville,TN,1,36.1666667,-86.7833333
Mongomery,TX,1,30.3882613,-95.6963355
Jacksonville,TX,1,31.963778,-95.2705042
Haines City,FL,1,28.1141841,-81.6178536
Smyrna,TN,1,35.9828412,-86.5186045
Park City,UT,1,40.6460622,-111.4979729
West Chester,OH,1,39.0875777,-81.9226372
Jordan,MN,1,44.6711949,-93.6294286
Oak Grove,MN,1,45.3407981,-93.326897
Pleasant View,TN,1,36.3942164,-87.0366685
Story,WY,1,44.574694,-106.8867261
Caldwell,ID,1,43.6629384,-116.6873596
Wrenshall,MN,1,46.6166577,-92.3853613
Allentown,PA,1,40.6084305,-75.4901833
Moore,SC,1,34.8334579,-81.9920463
Avilla,IN,1,41.3658823,-85.2388634
Avon By The Sea,NJ,1,40.1923357,-74.0159703
San Marcos,TX,1,29.8832749,-97.9413941
Windermere,FL,1,28.4955593,-81.5347952
Springfield,MA,1,42.1014831,-72.589811
Silver Creek,WA,1,46.525385,-122.5903908
Tucson,AZ,1,32.2217429,-110.926479
Winchester,VA,1,39.1856597,-78.1633341
Rockford,IL,1,42.2711311,-89.0939952
South Elgin,IL,1,41.9941938,-88.2922996
Casselberry,FL,1,28.677775,-81.3278455
Destrehan,LA,1,29.9429828,-90.3517469
Canton,GA,1,34.2367621,-84.4907621
Des Moines,IA,1,41.6005448,-93.6091064
Bozeman,MT,1,45.6834599,-111.050499
Pompano Beach,FL,1,26.2378597,-80.1247667
Wadsworth,OH,1,41.0256101,-81.7298519
Aubrey,TX,1,33.3042834,-96.986118
Saratoga,CA,1,37.2638324,-122.0230146
Devine,TX,1,29.1399633,-98.905306
Plainfield,IL,1,41.615915,-88.204069
Ralston,NE,1,41.2002566,-96.031987
Niceville,FL,1,30.5168639,-86.482172
Irving,TX,1,32.8140177,-96.9488945
Springtown,TX,1,32.9659566,-97.6836384
Lake Jackson,TX,1,29.0338575,-95.4343859
Coshocton,OH,1,40.2720151,-81.8595756
Owasso,OK,1,36.2695388,-95.8547119
Franklin,TN,1,35.9250637,-86.8688899
Altadena,CA,1,34.1897274,-118.1311819
N. Richland Hills,TX,1,32.8342952,-97.2289029
Burkburnett,TX,1,34.0978711,-98.5706134
Bowie,TX,1,33.5589953,-97.8486457
Conyers,GA,1,33.6676103,-84.0176904
Stephenville,TX,1,32.2206958,-98.2022633
Clyde,TX,1,32.4059605,-99.4936912
Juno Beach,FL,1,26.8797819,-80.0533743
Rio Verde,AZ,1,33.7225429,-111.6756942
Middletown,OH,1,39.5150576,-84.3982763
Christine,ND,1,46.5735737,-96.8017479
Sugar Land,TX,1,29.6196787,-95.6349463
Mcminnville,OR,1,45.2101162,-123.1987163
Santa Clarita,CA,1,34.3916641,-118.542586
Lockport,NY,1,43.1706128,-78.6903098
Warren,OH,1,41.2375569,-80.8184166
Boise,ID,1,43.6187102,-116.2146068
Celebration,FL,1,28.3252878,-81.5331286
Conway,AR,1,35.0886963,-92.4421011
Mount Dora,FL,1,28.8024918,-81.644519
Hichcock,TX,1,29.3482905,-95.0160368
Trenton,TN,1,35.9806239,-88.9414538
Elgin,SC,1,34.1709826,-80.794252
Bolivar,MO,1,37.6144838,-93.4104749
Crowley,TX,1,32.5790251,-97.3625172
Statesboro,GA,1,32.4487876,-81.7831674
Maplewood,MN,1,44.9530215,-92.9952153
Detroit,MI,1,42.331427,-83.0457538
Maurfreesboro,TN,1,35.8456213,-86.39027
Marshfield,MO,1,37.338658,-92.9071209
Talco,TX,1,33.3626129,-95.1046638
Spicewood,TX,1,30.4754724,-98.1564068
Graham,TX,1,33.1070597,-98.589502
Lancaster,OH,1,39.7136754,-82.5993294
Ellisville,MS,1,31.6040538,-89.1956142
Providence Village,TX,1,33.2219637,-96.9610298
Walnut,CA,1,34.0202894,-117.8653386
Merritt Island,FL,1,28.314751,-80.660301
Greenwood Village,CO,1,39.6172101,-104.9508141
Miami Beach,FL,1,25.790654,-80.1300455
West Valley,UT,1,40.6916132,-112.0010501
Los Angeles,CA,1,34.0522342,-118.2436849
Griffin,GA,1,33.2467807,-84.2640904
Tega Cay,SC,1,35.024312,-81.0278546
Bolingbrook,IL,1,41.6986416,-88.0683955
Walker,LA,1,30.4879678,-90.8614878
Dillon,CO,1,39.6302643,-106.0433518
Rockledge,PA,1,40.0812219,-75.0896176
Clarkston,MI,1,42.7351196,-83.4192941
Holly Hill,FL,1,29.2435916,-81.0375555
Lehigh Acres,FL,1,26.6253497,-81.6248026
Camp Wood,TX,1,29.6693924,-100.0122911
Pass Christian,MS,1,30.3157527,-89.2475429
Tayor,AZ,1,34.4650374,-110.0912265
Buford,GA,1,34.1206564,-84.0043513
Salisbury,NC,1,35.6709727,-80.4742261
Webster,TX,1,29.5377315,-95.1182645
Crystal River,FL,1,28.902479,-82.5926012
Belt Buckle,TN,1,35.5174913,-86.5804473
Tylie,TX,1,31.9685988,-99.9018131
Kasson,MN,1,44.0295675,-92.7509042
Concordia,KS,1,39.5708354,-97.6625396
Boca Raton,FL,1,26.3683064,-80.1289321
Bloomington,IL,1,40.4842027,-88.9936873
Hillsboro,TN,1,35.4123075,-85.9717487
Weyers Cave,VA,1,38.288462,-78.9130826
Wichita,KS,1,37.6888889,-97.3361111
Silverhill,AL,1,30.5454715,-87.7516559
Boulder City,NV,1,35.9782216,-114.8345117
Grove City,OH,1,39.8814519,-83.0929644
Park City,KY,1,37.0939375,-86.046367
Waxahachie,TX,1,32.3865312,-96.8483311
Newberg,OR,1,45.3001178,-122.9731565
Billings,MT,1,45.7832856,-108.5006904
Northport,AL,1,33.229007,-87.5772293
Wylie,TX,1,33.0151201,-96.5388789
Agate,CO,1,39.4614985,-103.9423755
Withee,WI,1,44.9563574,-90.5976351
Natalia,TX,1,29.189684,-98.8625269
Golden,CO,1,39.755543,-105.2210997
Englewood,CO,1,39.6477653,-104.9877597
Pearl River,LA,1,30.3760264,-89.7483972
Cleveland,TX,1,30.34132,-95.0854885
Daytona Beach,FL,1,29.2108147,-81.0228331
Akron,OH,1,41.0814447,-81.5190053
Hesperia,CA,1,34.4263886,-117.3008784
Conover,NC,1,35.7065217,-81.2186933
Richmond,KY,1,37.7478572,-84.2946539
Kingwood,TX,1,30.0575359,-95.1902986
Peoria,AZ,1,33.5805955,-112.2373779
Valley Village,CA,1,34.1633045,-118.3841777
Sea Bright,NJ,1,40.3614987,-73.9740262
Clovis,NM,1,34.4047987,-103.2052272
Imperial,MO,1,38.3697763,-90.3784525
Key Biscayne,FL,1,25.693713,-80.1628248
Rocky Mount,NC,1,35.9382103,-77.7905339
Boynton Beach,FL,1,26.5317866,-80.0905465
Silsbee,TX,1,30.3490976,-94.1779624
Webster,NY,1,43.2122851,-77.4299939
Monson,MA,1,42.1042451,-72.3189519
Winchester,KY,1,37.990079,-84.1796503
Spring Hope,NC,1,35.9451536,-78.1119345
Benton,KY,1,36.8572781,-88.350315
Washington,MI,1,42.7244759,-83.0360419
Plymouth,NC,1,35.8668281,-76.7485555
Traverse City,MI,1,44.7630567,-85.6206317
Elkhart,IN,1,41.6819935,-85.9766671
Brownsburg,IN,1,39.8433769,-86.3977735
Starke,FL,1,29.9441298,-82.1098275
Rosemount,MN,1,44.7394103,-93.1257723
Breckenridge,CO,1,39.4816537,-106.0383518
Wellington,FL,1,26.6617635,-80.2683571
Bells,TX,1,33.6103837,-96.4108188
Chatfield,TX,1,32.2415365,-96.4074824
Fort Pierce,FL,1,27.4467056,-80.3256056
Coral Springs,FL,1,26.271192,-80.2706044
Port Richey,FL,1,28.2716755,-82.7195451
Monroe,LA,1,32.5093109,-92.1193012
Glenallen,MO,1,37.3178318,-90.0278816
Swansboro,NC,1,34.6876621,-77.1191166
Muleshoe,TX,1,34.2264676,-102.7238263
Redwing,MN,1,44.5660691,-92.5369563
Overland Park,KS,1,38.9822282,-94.6707917
Cottage Grove,MN,1,44.8277446,-92.9438218
Temple,GA,1,33.7370514,-85.032445
Magnolia,TX,1,30.2093794,-95.7507815
Gibsonton,FL,1,27.8536365,-82.382593
Medina,OH,1,41.136192,-81.867374
Hobe Sound,FL,1,27.059498,-80.1364323
Seffner,FL,1,27.9836329,-82.2756468
Luling,LA,1,29.9321498,-90.3664694
Millsboro,DE,1,38.5915023,-75.2913018
Desoto,TX,1,32.5898577,-96.8569451
Ennis,MT,1,45.3491133,-111.7318796
Bethlehem,PA,1,40.6259316,-75.3704579
Hendersonville,TN,1,36.3047735,-86.6199957
Sandy Springs,GA,1,33.9304352,-84.3733147
Jennings,LA,1,30.2224284,-92.657085
Bardstown,KY,1,37.8092279,-85.4669025
Temple,TX,1,31.0982344,-97.342782
Cleveland,OH,1,41.4994954,-81.6954088
Leadville,CO,1,39.2508229,-106.2925238
Athens,AL,1,34.8028661,-86.9716741
Ferndale,WA,1,48.8464991,-122.5910056
Port O'Connor,TX,1,28.4475898,-96.4053596
Rockvale,TN,1,35.7572885,-86.5313816
Brighton,CO,1,39.9852617,-104.8205283
Alpharetta,GA,1,34.0753762,-84.2940899
Bronson,FL,1,29.4477445,-82.6423336
Boones Mill,VA,1,37.1168053,-79.9553136
Slaton,TX,1,33.4373113,-101.6434915
Breckenridge,TX,1,32.7556768,-98.9022898
Platteville,CO,1,40.2149829,-104.8227494
Decatur,GA,1,33.7748275,-84.2963123
Yorkville,IL,1,41.6411409,-88.4472948
Ardmore,OK,1,34.1742611,-97.1436254
Reeds Spring,MO,1,36.7497827,-93.3779641
Redding,CA,1,40.5865396,-122.3916754
Wenatchee,WA,1,47.4234599,-120.3103494
Palm Harbor,FL,1,28.0780718,-82.7637127
Hialeah,FL,1,25.8575963,-80.2781057
Fort Lauderdale,FL,1,26.1224386,-80.1373174
Marietta,OH,1,39.415352,-81.4548436
Lakeland,FL,1,28.0394654,-81.9498042
Ward,CO,1,40.0722083,-105.5083316
Somerset,KY,1,37.0920222,-84.6041084
Hephzibah,GA,1,33.3140311,-82.0967857
Allen,TX,1,33.1031744,-96.6705503
Minnetonka,MN,1,44.9211836,-93.4687489
Pasadena,MD,1,39.1073317,-76.5710753
Dodgeville,WI,1,42.9602743,-90.1301237
Mesquite,TX,1,32.7667955,-96.5991593
Big Spring,TX,1,32.2503979,-101.4787355
Mt. Vernon,TX,1,33.1887271,-95.2213321
Concord,NC,1,35.4087517,-80.579511
Mesa,AZ,1,33.4151843,-111.8314724
Baytown,TX,1,29.7355047,-94.9774274
Saint Charles,MO,1,38.788698,-90.511764
Monclova,OH,1,41.5586632,-83.7329931
Mead,CO,1,40.2333174,-104.9985899
Hendersonville,NC,1,35.3187279,-82.4609528
Floyds Knobs,IN,1,38.3245116,-85.8735775
Humble,TX,1,29.9988312,-95.2621553
Rock Island,TN,1,35.7922895,-85.6133123
Milliken,CO,1,40.3294268,-104.85525
Kodak,TN,1,35.9745323,-83.6268396
Safford,AZ,1,32.8339546,-109.70758
Hawkins,TX,1,32.5884735,-95.2041135
Pittsburg,CA,1,38.0279762,-121.8846806
Palmetto,FL,1,27.5214269,-82.5723193
Round Rock,TX,1,30.5082551,-97.678896
Englishtown,NJ,1,40.2973319,-74.3582041
Springboro,OH,1,39.5522815,-84.2332718
Kemp,TX,1,32.4426403,-96.2299771
Everett,WA,1,47.9789848,-122.2020794
Custer,SD,1,43.7666507,-103.5988057
Fort Walton Beach,FL,1,30.4200708,-86.6170308
Ball,LA,1,31.4154574,-92.4118036
Friendswood,TX,1,29.5293998,-95.2010447
Casper,WY,1,42.866632,-106.313081
Edgewood,TX,1,32.6981846,-95.8852438
Plainview,TX,1,34.1847936,-101.7068417
Albany,NY,1,42.6525793,-73.7562317
Clearwater,FL,1,27.9658533,-82.8001026
Kettering,OH,1,39.6895036,-84.1688274
Cincinnati,OH,1,39.1031182,-84.5120196
Mullica Hill,NJ,1,39.7392804,-75.2240718
Cross Plains,TX,1,32.1262493,-99.1653425
Portland,OR,1,45.5234515,-122.6762071
Palacios,TX,1,28.7080461,-96.217467
Tavares,FL,1,28.8041579,-81.725632
Lake Mary,FL,1,28.7588833,-81.3178446
Richmond,VA,1,37.5407246,-77.4360481
Marquand,MO,1,37.4292209,-90.1681676
Columbia,SC,1,34.0007104,-81.0348144
Guntersville,AL,1,34.3581473,-86.2947041
Sour Lake,TX,1,30.1402122,-94.4110239
Birdsboro,PA,1,40.2645371,-75.8040852
Brandon,FL,1,27.937801,-82.2859247
Prattville,AL,1,32.4640245,-86.4596966
Sulphur,LA,1,30.2365943,-93.3773783
Thackerville,OK,1,33.7934373,-97.143068
Rogers,AR,1,36.3320196,-94.1185366
Blue Ridge,TX,1,33.2978909,-96.4016498
Downington,PA,1,40.0064958,-75.7032742
Calgary,AL,1,53.4303737,-113.4935933
Wrightsville Beach,NC,1,34.2085036,-77.7963709
Morristown,TN,1,36.2139814,-83.2948922
Southfield,MI,1,42.4733688,-83.2218731
Sanford,FL,1,28.8028612,-81.269453
Sylmar,CA,1,34.3058279,-118.4571974
Kalispell,MT,1,48.200531,-114.315102
Corinth,TX,1,33.1540091,-97.0647322
St. Paul,MN,1,44.9537029,-93.0899578
Green Cove Springs,FL,1,29.9919085,-81.6781467
Parrish,FL,1,27.5875357,-82.4250941
Virginia Beach,VA,1,36.8529263,-75.977985
Cedar Rapids,IA,1,41.9778795,-91.6656232
The Woodlands,TX,1,30.1658207,-95.4612625
Fairfield,IA,1,41.0072222,-91.9658333
Stanford,FL,1,28.8028612,-81.269453
Marquette,MI,1,46.5475825,-87.3955954
East Longmeadow,MA,1,42.0645396,-72.5125863
South Hill,VA,1,36.726532,-78.1288857
Deer Park,TX,1,29.7052284,-95.1238204
Winona,TX,1,32.4895892,-95.167169
Liverpool,NY,1,43.106456,-76.2177046
Woodland Park,CO,1,38.9938808,-105.0569301
Archer City,TX,1,33.5956593,-98.6256128
Fargo,ND,1,46.8771863,-96.7898034
Lebaon,TN,1,36.2081098,-86.2911024
Woodstock,GA,1,34.1014873,-84.5193754
Columbia,LA,1,32.1051567,-92.0779129
Pine Knoll Shores,NC,1,34.6973838,-76.8132697
Lamesa,TX,1,32.7376001,-101.950992
Murietta,GA,1,33.952602,-84.5499327
Morgantown,WV,1,39.629526,-79.9558968
Milwaukee,WI,1,43.0389025,-87.9064736
Pinckney,MI,1,42.4567013,-83.9463358
Myrtle,MS,1,34.5584338,-89.1192349
Lucedale,MS,1,30.9251869,-88.5900235
Indialantic,FL,1,28.0894599,-80.5656079
Poolville,TX,1,32.9747699,-97.8582374
Tappahannock,VA,1,37.9254135,-76.8591301
Worthington,OH,1,40.0931191,-83.017962
Port Saint Lucie,FL,1,27.2758333,-80.355
San Ant5Onio,TX,1,29.4241219,-98.4936282
Mesquite,NM,1,32.1645415,-106.6966649
Palm Bay,FL,1,28.0344621,-80.5886646
Loudonville,OH,1,40.6353382,-82.2332144
Hastings,MN,1,44.7443293,-92.8513706
Kenner,LA,1,29.9940924,-90.2417434
Pylesville,MD,1,39.6896661,-76.373595
Rochester,MN,1,44.0234,-92.46295
Shoreacres,TX,1,29.6202287,-95.009928
Oxford,AL,1,33.6142714,-85.8349648
Larkspur,CO,1,39.2286021,-104.887203
Jackson,GA,1,33.2945651,-83.9660209
Knox,IN,1,41.2958751,-86.6250139
Slidell,LA,1,30.2751945,-89.7811745
Sonora,TX,1,30.5668484,-100.6434273
Wallingford,KY,1,38.4050777,-83.6121366
Corsicana,TX,1,32.0954304,-96.4688727
Coppell,TX,1,32.9545687,-97.0150078
Southlake,TN,1,36.1048172,-86.7289732
Queen Creek,AZ,1,33.2486638,-111.6342993
Saint Cloud,FL,1,28.2489016,-81.2811801
Albuquerque,NM,1,35.110703,-106.609991
Ojai,CA,1,34.4480495,-119.242889
Weeki Wachee,FL,1,28.5155513,-82.5728769
Lake Hopatcong,NJ,1,40.9503131,-74.6327236
Snellville,GA,1,33.857328,-84.0199108
Beaumont,CA,1,33.9294606,-116.977248
Milner,GA,1,33.1167891,-84.1965855
Apopka,FL,1,28.68675,-81.513276
Tacoma,WA,1,47.2528768,-122.4442906
Laplace,LA,1,30.0665907,-90.4800848
Saraland,AL,1,30.820742,-88.0705556
Mansfield,TX,1,32.5631924,-97.1416768
Prior Lake,MN,1,44.7132969,-93.4227274
Wilcox,NE,1,40.3650122,-99.1700909
Shawnee,KS,1,39.0228485,-94.7151865
Vincent,OH,1,39.3747481,-81.6708617
Davenport,FL,1,28.1614046,-81.6017417
Alvin,TX,1,29.4238472,-95.2441009
Texarkana,AR,1,33.4417915,-94.0376881
Laporte,TX,1,29.6657838,-95.0193728
Decatur,TX,1,33.2342834,-97.5861393
Krum,TX,1,33.2615068,-97.2380725
New Branfels,TX,1,29.7030024,-98.1244531
Tonganoxie,KS,1,39.109724,-95.0877465
Olivia,NC,1,35.3596014,-79.1097465
New Hope,AL,1,34.5370339,-86.3944307
Dandridge,TN,1,36.0153693,-83.4148895
Tiverton,RI,1,41.6259211,-71.2134231
Bedford,TX,1,32.844017,-97.1430671
Anton,TX,1,33.8112013,-102.1637854
Seguin,TX,1,29.5688411,-97.9647269
New London,OH,1,41.0850542,-82.3998887
Hellertown,PA,1,40.5795437,-75.3407346
Lodi,CA,1,38.1341477,-121.2722194
Jensen Beach,FL,1,27.2544906,-80.2297697
Salem,AL,1,32.5968028,-85.2385527
Coldwater,MS,1,34.6917684,-89.9773124
Prosper,TX,1,33.2362278,-96.80111
Brookfield,CT,1,41.4825947,-73.4095652
Perrysburg,OH,1,41.556996,-83.627157
Harrah,OK,1,35.4895085,-97.1636408
Moorestown,NJ,1,39.9688817,-74.948886
Jefferson,WI,1,43.0055594,-88.8073273
Saint Augustine,FL,1,29.8942639,-81.3132083
Poplar Bluff,MO,1,36.7569994,-90.392888
Fort Mill,SC,1,35.0073697,-80.9450759
Livingston,TX,1,30.711029,-94.9329898
Marble Falls,TX,1,30.5782446,-98.2728003
Burlington,NC,1,36.0956918,-79.4377991
Hempstead,TX,1,30.0974405,-96.0782918
Lacombe,LA,1,30.3135288,-89.9431264
North Fort Myers,FL,1,26.6672935,-81.8800861
Poncha Springs,CO,1,38.5127752,-106.0772384
Cheyenne,WY,1,41.1399814,-104.8202462
Bullard,TX,1,32.1398804,-95.320229
Burbank,CA,1,34.1808392,-118.3089661
Van Buren,AR,1,35.436756,-94.348268
Elk River,MN,1,45.3172222,-93.5811111
Ocean Springs,MS,1,30.4113097,-88.8278057
Lilburn,GA,1,33.8901036,-84.1429719
Avondale,LA,1,29.9129834,-90.2036868
Newburgh,IN,1,37.9444882,-87.4052865
Maple Grove,MN,1,45.0724642,-93.4557877
Fairmont,WV,1,39.4850848,-80.1425781
Burlington,KY,1,39.02756,-84.7241133
Cedar Park,TX,1,30.505198,-97.8202888
Rockmart,GA,1,34.0026005,-85.0416133
Freeport,FL,1,30.4982516,-86.1360517
Indianola,OK,1,35.1628757,-95.7747155
Weir,TX,1,30.6749425,-97.5861701
Deerfield,OH,1,41.0245024,-81.0500944
Floral City,FL,1,28.7499876,-82.2967581
Wolfforth,TX,1,33.5059189,-102.0090575
Cookeville,TN,1,36.162839,-85.5016423
Sunapee,NH,1,43.3875746,-72.0878634
Canal Winchester,OH,1,39.8466556,-82.8123646
E Providence,RI,1,41.8137116,-71.3700545
Oceanside,CA,1,33.1958696,-117.3794834
Easton,PA,1,40.688432,-75.2207323
Ft. Mill,SC,1,35.0073697,-80.9450759
Cary,NC,1,35.79154,-78.7811169
St George Island,FL,1,29.6584899,-84.8802444
Shreveport,LA,1,32.5251516,-93.7501789
Greenville,SC,1,34.8526176,-82.3940104
Seabrook,TX,1,29.5641184,-95.0254839
Pinehurst,TX,1,30.1702373,-95.6820191
S. Cottage Grove,MN,1,44.8277446,-92.9438218
Sheffield,AL,1,34.7650887,-87.6986407
Puyallup,WA,1,47.1853785,-122.2928974
Prairieville,LA,1,30.3058611,-90.9723583
Clermont,FL,1,28.5494447,-81.7728543
Selkirk,NY,1,42.5323027,-73.7984563
Caballo,NM,1,32.975612,-107.3078306
